NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
622;École doctorale Sciences du langage;SDL;7;Sciences de la société;2023;2022-23;2022;2022;1;0;1;1;0;1;1;0;1;0;0;1;0;9DsG2
623;École doctorale Savoir, Sciences, Éducation;SSE;2;Physique;2023;2022-23;2022;2022;0;0;0;4;2;2;0;0;0;0;0;0;0;98lMD
623;École doctorale Savoir, Sciences, Éducation;SSE;7;Sciences de la société;2023;2022-23;2022;2022;5;2;3;17;9;8;3;3;0;0;2;1;0;98lMD
624;École doctorale Sciences des Sociétés;SDS;6;Sciences humaines et humanités;2023;2022-23;2022;2022;23;11;12;133;68;65;27;14;13;0;3;13;11;cGIjW
624;École doctorale Sciences des Sociétés;SDS;7;Sciences de la société;2023;2022-23;2022;2022;24;18;6;155;103;52;19;12;7;0;0;8;11;cGIjW
626;École doctorale de l’Institut Polytechnique de Paris;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;4;0;4;29;12;17;5;3;2;1;3;0;1;DL5fO
626;École doctorale de l’Institut Polytechnique de Paris;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;20;4;16;110;32;78;21;8;13;10;9;2;0;DL5fO
627;École doctorale Éducation, Didactiques, Cognition;EDC;6;Sciences humaines et humanités;2023;2022-23;2022;2022;12;7;5;78;53;25;8;4;4;1;2;4;1;dE3nH
629;École doctorale Sciences sociales et Humanités;SSH;6;Sciences humaines et humanités;2023;2022-23;2022;2022;29;18;11;140;65;75;10;6;4;0;2;3;5;nnSns
634;École doctorale Sciences, Ingénierie, Environnement;SIE;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;7;2;5;25;10;15;2;0;2;0;1;1;0;TOc8f
635;École doctorale Polytechnique Hauts-de-France;PHF;6;Sciences humaines et humanités;2023;2022-23;2022;2022;18;11;7;93;54;39;11;6;5;2;1;4;4;p2m23
636;;;2;Physique;2023;2022-23;2022;2022;0;0;0;4;2;2;1;1;0;0;1;0;0;
636;;;5;Biologie, médecine et santé;2023;2022-23;2022;2022;8;5;3;57;33;24;9;7;2;2;6;1;0;
636;;;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;1;0;1;2;0;2;0;0;0;0;0;0;0;
638;École doctorale Science de la Matière, des Molécules et Matériaux;S3M;4;Chimie;2023;2022-23;2022;2022;43;21;22;133;60;73;41;18;23;23;18;0;0;7artx
640;École doctorale Sciences économiques et sciences de gestion - Pays de la Loire;EDGE;7;Sciences de la société;2023;2022-23;2022;2022;16;9;7;71;37;34;24;7;17;5;7;7;5;3sae7
641;École doctorale Mathématiques et Sciences et Technologies du numérique, de l’Information et de la Communication;MaSTIC;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;21;6;15;67;20;47;18;5;13;9;7;2;0;4kq8w
642;École doctorale Végétal, Animal, Aliment, Mer, Environnement;VAAME;4;Chimie;2023;2022-23;2022;2022;0;0;0;6;2;4;0;0;0;0;0;0;0;jcs9y
645;;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;25;9;16;159;72;87;22;11;11;3;5;8;6;
645;;;7;Sciences de la société;2023;2022-23;2022;2022;15;7;8;79;37;42;14;11;3;1;3;5;5;
646;;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;48;26;22;197;107;90;22;11;11;3;7;6;6;
651;;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;35;8;27;166;35;131;0;0;0;0;0;0;0;
651;;;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;12;3;9;48;10;38;0;0;0;0;0;0;0;
652;École doctorale Biologie, Chimie, Santé;OMEGA-LIM;4;Chimie;2023;2022-23;2022;2022;2;1;1;6;4;2;1;1;0;0;1;0;0;wh5hf
653;École doctorale Sciences et Ingénierie;S&I;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;33;9;24;118;38;80;9;0;9;5;4;0;0;vpw2d
6;École doctorale Droit privé;;7;Sciences de la société;2022;2021-22;2021;2021;35;19;16;252;125;127;26;16;10;1;1;7;17;UMnW1
19;École doctorale Littératures françaises et comparée;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;55;30;25;274;168;106;36;20;16;1;2;14;19;13M43
22;École doctorale Mondes anciens et médiévaux;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;39;24;15;175;98;77;18;10;8;4;1;8;5;fqCbl
42;École doctorale Entreprise, économie, société;EES;7;Sciences de la société;2022;2021-22;2021;2021;22;9;13;111;52;59;18;4;14;4;5;7;2;uO01d
47;École doctorale Physique;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;1;0;1;10;2;8;3;2;1;2;0;1;0;8kNpd
47;École doctorale Physique;;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;4;1;3;11;3;8;2;0;2;0;2;0;0;8kNpd
47;École doctorale Physique;;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;1;0;1;4;1;3;0;0;0;0;0;0;0;8kNpd
50;École doctorale Langues, littératures et sciences humaines;LLSH;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;3;1;2;34;18;16;10;2;8;2;3;2;3;8THzQ
60;École doctorale Territoires, temps, sociétés et développement;TTSD;7;Sciences de la société;2022;2021-22;2021;2021;15;9;6;89;48;41;12;6;6;2;1;7;2;fkIh6
71;École doctorale Sciences pour l'ingénieur;;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;38;16;22;138;51;87;46;15;31;13;30;2;1;H6UYp
78;École doctorale Sociétés, langages, temps, connaissances;STLC;6;Sciences humaines et humanités;2022;2021-22;2021;2021;37;23;14;201;122;79;34;19;15;7;7;15;5;vLU3i
85;École doctorale Sciences de la vie et de la santé;SVS;5;Biologie, médecine et santé;2022;2021-22;2021;2021;72;45;27;206;131;75;40;21;19;9;26;5;0;YdiMF
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;5;Biologie, médecine et santé;2022;2021-22;2021;2021;2;2;0;4;3;1;0;0;0;0;0;0;0;Q5iFz
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;18;12;6;75;53;22;14;9;5;4;10;0;0;Q5iFz
112;École doctorale Archéologie;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;34;20;14;177;111;66;18;12;6;0;2;2;14;EvU7R
122;École doctorale Europe latine - Amérique latine;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;8;6;2;82;56;26;23;15;8;1;3;9;10;z9lZY
127;École doctorale Astronomie et astrophysique d'Ile de France;A&A;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;60;18;42;177;52;125;48;19;29;41;5;2;0;cPXrq
139;École doctorale Connaissance, langage, modélisation;CLM;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;1;0;1;5;2;3;0;0;0;0;0;0;0;1lxGH
151;École doctorale Biologie, santé, biotechnologies;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;106;65;41;380;245;135;85;51;34;30;47;5;3;yP8w4
154;École doctorale Sciences de la vie et de la santé;SVS;5;Biologie, médecine et santé;2022;2021-22;2021;2021;112;76;36;402;239;163;99;61;38;38;52;9;0;hLn36
159;École doctorale Esthétique, sciences et technologies des arts;EDESTA;6;Sciences humaines et humanités;2022;2021-22;2021;2021;41;29;12;233;147;86;35;22;13;3;7;19;6;zj1Vj
160;École doctorale Électronique, électrotechnique, automatique;EEA;5;Biologie, médecine et santé;2022;2021-22;2021;2021;5;2;3;13;7;6;3;3;0;2;1;0;0;EgfMQ
160;École doctorale Électronique, électrotechnique, automatique;EEA;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;27;5;22;123;25;98;33;8;25;17;15;1;0;EgfMQ
166;École doctorale Information, structures et systèmes;I2S;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;28;10;18;131;32;99;31;6;25;11;19;1;0;2uO68
166;École doctorale Information, structures et systèmes;I2S;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;42;10;32;119;29;90;20;4;16;11;6;3;0;2uO68
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;3;0;3;6;0;6;0;0;0;0;0;0;0;R0Z9c
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;5;4;1;22;11;11;9;5;4;3;3;2;1;R0Z9c
178;École doctorale Sciences fondamentales;;4;Chimie;2022;2021-22;2021;2021;18;8;10;50;22;28;18;5;13;11;7;0;0;1AiR7
182;École doctorale Physique et chimie-physique;;4;Chimie;2022;2021-22;2021;2021;15;6;9;51;21;30;17;9;8;11;5;1;0;3My6I
188;École doctorale Histoire moderne et contemporaine;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;34;17;17;170;83;87;17;8;9;2;4;8;3;RSZ7F
206;École doctorale Chimie : chimie, procédés, environnement;;4;Chimie;2022;2021-22;2021;2021;74;32;42;338;151;187;85;36;49;55;27;2;1;m0UhD
209;École doctorale Sciences physiques et de L'ingénieur;SPI;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;39;7;32;167;36;131;28;6;22;8;17;3;0;tZcIZ
211;École doctorale Sciences exactes et leurs applications;ED SEA;4;Chimie;2022;2021-22;2021;2021;20;12;8;107;51;56;19;12;7;14;4;1;0;1G1iC
211;École doctorale Sciences exactes et leurs applications;ED SEA;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;2;0;2;18;5;13;8;2;6;2;5;1;0;1G1iC
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;1;0;1;5;1;4;1;1;0;0;0;1;0;fPs1t
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;2;Physique;2022;2021-22;2021;2021;0;0;0;3;0;3;0;0;0;0;0;0;0;fPs1t
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;2;0;2;4;0;4;1;1;0;1;0;0;0;fPs1t
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;29;10;19;144;38;106;46;7;39;22;20;4;0;Ehx7v
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;2;Physique;2022;2021-22;2021;2021;1;0;1;1;0;1;0;0;0;0;0;0;0;Ehx7v
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;5;3;2;19;9;10;5;2;3;1;2;2;0;Ehx7v
218;École doctorale Chimie et sciences du vivant;EDCSV;4;Chimie;2022;2021-22;2021;2021;27;13;14;118;51;67;24;9;15;12;12;0;0;8bcJh
218;École doctorale Chimie et sciences du vivant;EDCSV;5;Biologie, médecine et santé;2022;2021-22;2021;2021;67;41;26;242;150;92;44;25;19;15;24;4;1;8bcJh
222;École doctorale Sciences chimiques;EDSC;2;Physique;2022;2021-22;2021;2021;4;0;4;11;2;9;0;0;0;0;0;0;0;AdU8Q
224;École doctorale Cognition, langage, interaction;;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;13;5;8;35;17;18;11;5;6;3;3;3;2;7v43e
227;École doctorale Sciences de la nature et de l'homme;;2;Physique;2022;2021-22;2021;2021;0;0;0;1;1;0;3;2;1;1;1;1;0;xiDA5
227;École doctorale Sciences de la nature et de l'homme;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;19;11;8;81;46;35;30;18;12;19;11;0;0;xiDA5
227;École doctorale Sciences de la nature et de l'homme;;7;Sciences de la société;2022;2021-22;2021;2021;2;1;1;10;6;4;1;1;0;0;1;0;0;xiDA5
245;École doctorale Sciences économiques, juridiques, politiques et de gestion;;7;Sciences de la société;2022;2021-22;2021;2021;30;13;17;163;68;95;40;13;27;5;11;20;4;ShLUg
251;École doctorale Sciences de l'environnement;;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;20;11;9;93;46;47;21;8;13;8;8;5;0;VR28y
251;École doctorale Sciences de l'environnement;;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;9;2;7;48;25;23;5;4;1;0;5;0;0;VR28y
261;École doctorale Cognition, comportements, conduites humaines;3CH;6;Sciences humaines et humanités;2022;2021-22;2021;2021;40;30;10;163;114;49;21;14;7;5;14;2;0;KOLCy
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;27;2;25;90;18;72;24;5;19;16;8;0;0;5E625
275;École doctorale Sciences de gestion;EDSG;7;Sciences de la société;2022;2021-22;2021;2021;18;6;12;60;29;31;7;3;4;2;3;1;1;6QC4I
300;École doctorale Sciences Économiques;ED SE;7;Sciences de la société;2022;2021-22;2021;2021;10;4;6;44;16;28;8;3;5;1;1;3;3;5x3fM
304;École doctorale Sciences et environnements;;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;8;4;4;22;11;11;5;2;3;1;3;1;0;2ywZn
304;École doctorale Sciences et environnements;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;1;1;0;8;4;4;4;3;1;1;3;0;0;2ywZn
304;École doctorale Sciences et environnements;;7;Sciences de la société;2022;2021-22;2021;2021;3;3;0;12;10;2;0;0;0;0;0;0;0;2ywZn
305;École doctorale Énergie et environnement;E2;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;1;1;0;3;1;2;2;0;2;2;0;0;0;Kbt8I
309;École doctorale Systèmes;EDSYS;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;21;4;17;94;15;79;18;2;16;8;9;1;0;8TT4b
323;École doctorale Génie électrique, électronique et télécommunications;GEET;4;Chimie;2022;2021-22;2021;2021;1;0;1;1;0;1;0;0;0;0;0;0;0;arcz6
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;5;Biologie, médecine et santé;2022;2021-22;2021;2021;8;7;1;33;21;12;4;3;1;4;0;0;0;nWIlG
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;6;Sciences humaines et humanités;2022;2021-22;2021;2021;42;31;11;240;163;77;42;30;12;7;13;16;6;nWIlG
354;École doctorale Langues, lettres et arts;LLA;6;Sciences humaines et humanités;2022;2021-22;2021;2021;38;28;10;220;152;68;35;21;14;1;11;17;6;RwcSv
361;École doctorale Sciences et Technologies;ED ST;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;8;3;5;39;12;27;12;2;10;4;7;1;0;cOUmL
361;École doctorale Sciences et Technologies;ED ST;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;4;3;1;19;13;6;1;1;0;0;0;1;0;cOUmL
364;École doctorale Sciences fondamentales et appliquées;EDSFA;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;3;2;1;6;3;3;0;0;0;0;0;0;0;E483q
370;École doctorale Lettres, sciences humaines et sociales;LSHS;6;Sciences humaines et humanités;2022;2021-22;2021;2021;43;31;12;206;115;91;22;10;12;2;5;9;6;xAXXx
372;École doctorale Sciences économiques et de gestion;;7;Sciences de la société;2022;2021-22;2021;2021;43;24;19;159;89;70;39;17;22;2;20;16;1;JK63A
391;École doctorale Sciences mécaniques, acoustique et électronique et robotique de Paris;SMAER;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;43;7;36;185;48;137;47;11;36;16;31;0;0;k0eue
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;6;Sciences humaines et humanités;2022;2021-22;2021;2021;29;18;11;207;134;73;32;18;14;1;6;10;15;2quEb
397;École doctorale Physique et chimie des matériaux;;4;Chimie;2022;2021-22;2021;2021;72;38;34;195;103;92;53;24;29;29;22;2;0;WxSt9
413;École doctorale Sciences de la terre et de l'environnement;STE;5;Biologie, médecine et santé;2022;2021-22;2021;2021;0;0;0;1;0;1;0;0;0;0;0;0;0;u9BA9
414;École doctorale Sciences de la vie et de la santé;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;136;87;49;483;279;204;122;77;45;40;64;17;1;YI4xS
417;École doctorale Sciences et Ingénierie;S&I;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;3;1;2;13;5;8;0;0;0;0;0;0;0;SSBvE
417;École doctorale Sciences et Ingénierie;S&I;4;Chimie;2022;2021-22;2021;2021;12;4;8;34;12;22;6;1;5;1;5;0;0;SSBvE
417;École doctorale Sciences et Ingénierie;S&I;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;1;0;1;6;2;4;2;1;1;1;1;0;0;SSBvE
432;École doctorale Sciences des métiers de l'ingénieur;SMI;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;9;4;5;24;10;14;7;3;4;6;1;0;0;nSsHB
433;École doctorale Concepts et langages;;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;5;3;2;33;24;9;4;1;3;0;1;2;1;v8q34
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;6;Sciences humaines et humanités;2022;2021-22;2021;2021;34;18;16;241;139;102;26;19;7;1;4;17;4;1FmLX
446;École doctorale Biologie - Santé;EDBSL;6;Sciences humaines et humanités;2022;2021-22;2021;2021;1;0;1;6;1;5;3;2;1;1;2;0;0;4iEUF
458;École doctorale Sciences écologiques, vétérinaires, agronomiques et bioingénieries;SEVAB;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;63;35;28;230;129;101;62;30;32;21;39;1;1;Yf3TI
460;École doctorale Sciences juridiques;SJ;7;Sciences de la société;2022;2021-22;2021;2021;22;12;10;135;79;56;13;8;5;0;1;3;9;ZB5I5
461;École doctorale Droit et science politique;;7;Sciences de la société;2022;2021-22;2021;2021;36;24;12;238;122;116;23;11;12;2;3;10;8;QGArN
463;École doctorale Sciences du mouvement humain;SMH;6;Sciences humaines et humanités;2022;2021-22;2021;2021;1;1;0;12;8;4;8;6;2;2;2;3;1;UbtlY
467;École doctorale Aéronautique, astronautique;AA;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;6;2;4;24;4;20;3;0;3;3;0;0;0;U7l45
467;École doctorale Aéronautique, astronautique;AA;5;Biologie, médecine et santé;2022;2021-22;2021;2021;0;0;0;3;0;3;1;0;1;0;1;0;0;U7l45
469;École doctorale du Pacifique;EDP;6;Sciences humaines et humanités;2022;2021-22;2021;2021;14;5;9;29;14;15;2;2;0;0;0;1;1;t9Z2n
469;École doctorale du Pacifique;EDP;7;Sciences de la société;2022;2021-22;2021;2021;3;1;2;15;5;10;2;1;1;0;1;1;0;t9Z2n
469;École doctorale du Pacifique;EDP;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;1;0;1;5;1;4;0;0;0;0;0;0;0;t9Z2n
469;École doctorale du Pacifique;EDP;10;Sciences agronomiques et écologiques;2022;2021-22;2021;2021;5;2;3;15;8;7;8;4;4;4;4;0;0;t9Z2n
472;École doctorale de l'EPHE;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;8;5;3;39;25;14;9;5;4;0;5;1;3;27zK4
472;École doctorale de l'EPHE;;8;Sciences pour l'ingénieur;2022;2021-22;2021;2021;1;1;0;2;1;1;0;0;0;0;0;0;0;27zK4
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;1;Mathématiques et leurs interactions;2022;2021-22;2021;2021;50;9;41;162;32;130;33;13;20;21;9;2;1;xcp2r
476;École doctorale Neurosciences et cognition;NSCO;5;Biologie, médecine et santé;2022;2021-22;2021;2021;33;21;12;142;88;54;27;13;14;12;9;5;1;B1H0x
480;École doctorale Montaigne-humanités;;3;Sciences de la terre et de l'univers, espace;2022;2021-22;2021;2021;0;0;0;14;6;8;4;2;2;1;1;2;0;f3SeZ
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;0;0;0;0;0;0;1;1;0;0;1;0;0;6pT77
493;École doctorale Erasme;;5;Biologie, médecine et santé;2022;2021-22;2021;2021;5;3;2;19;11;8;3;1;2;0;2;1;0;FPW4T
493;École doctorale Erasme;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;31;21;10;132;86;46;18;12;6;2;1;8;7;FPW4T
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;4;Chimie;2022;2021-22;2021;2021;2;2;0;3;3;0;0;0;0;0;0;0;0;0D9Je
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;6;Sciences humaines et humanités;2022;2021-22;2021;2021;13;8;5;37;22;15;7;5;2;0;3;3;1;9tbyG
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;7;Sciences de la société;2022;2021-22;2021;2021;16;13;3;86;53;33;7;3;4;0;0;5;2;2f5qs
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;9;Sciences et technologies de l'information et de la communication;2022;2021-22;2021;2021;0;0;0;5;0;5;2;1;1;0;0;0;2;2f5qs
